id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD022103,C02686,P00224,2025-02-19,2,957.95,DONE,Rabat,CARD,L17,2025-07-08
CMD022104,C03838,P00862,17/12/2024,5,422.83,OK,Rabat,CASH,L2,2025-06-20
CMD022105,C08567,P00180,2025-07-31,-4,3073.33,KO,Rabat,CARD,L11,2025-11-13
CMD022106,C01134,P00189,2025-01-09,3,2597.07,OK,Tnja,CASH,L24,2026-03-29
CMD022107,C01648,P00297,2026-04-15,4,3321.9,OK,TNG,CASH,L38,2025-07-17
CMD022108,C06348,P00659,2025-04-06,3,232.01,DONE,Rabat,CARD,L44,2025-09-25
CMD022109,C00175,P00383,Nov 25 2024,1,157.93,OK,Rabat,CARD,L46,2025-07-27
CMD022110,C02170,P00950,2026-02-24,3,2891.93,DONE,tanger,CASH,L5,2025-10-02
CMD022111,C00236,P00057,2025-05-01,1,2213.73,KO,Rabat,CARD,L14,2025-09-27
CMD022112,C03759,P00582,2026-02-16,5,788.83,OK,Tnja,CARD,L11,2025-12-28
CMD022113,C08118,P00015,2025-03-01,3,158.27,OK,CAS,CARD,L47,2026-02-23
CMD022114,C03985,P00209,2025-03-22,4,3300.22,DONE,Rabat,CARD,L40,2025-09-29
CMD022115,C06154,P00136,26/02/2026,1,3106.6,KO,Tnja,CASH,L12,2026-02-27
CMD022116,C03844,P00368,2024-11-05,5,3967.71,OK,Rabat,CASH,L27,2026-02-18
CMD022117,C04438,P00846,2026-02-20,2,4103.2,OK,tanger,CASH,L48,2026-02-06
CMD022118,C04471,P00446,May 18 2024,1,3823.64,DONE,tanger,CARD,L45,2025-12-07
CMD022119,C04869,P00141,24/08/2025,4,2275.34,OK,TNG,CARD,L28,2025-05-29
CMD022120,C04146,P00378,2025-10-08,2,965.78,OK,Rabat,CASH,L39,2025-08-27
CMD022121,C09406,P00063,2024-11-17,2,3926.69,DONE,Rabat,CASH,L31,2025-06-02
CMD022122,C04119,P00769,2024-09-12,3,3856.69,OK,tanger,CARD,L3,2025-08-23
CMD022123,C05980,P00567,May 31 2025,4,0.0,KO,tanger,CASH,L45,2025-11-04
CMD022124,C08631,P00134,2025-06-25,5,2614.84,KO,Rabat,CASH,L43,2025-11-20
CMD022125,C02573,P00820,2024-11-22,5,4983.38,KO,Rabat,CARD,L12,2026-02-12
CMD022126,C07485,P00461,29/07/2024,2,4873.45,KO,CAS,CASH,L5,2025-12-19
CMD022127,C09251,P00977,Nov 05 2024,2,3997.09,OK,TNG,CARD,L17,2026-03-14
CMD022128,C00135,P00644,16/07/2024,4,3331.81,DONE,Rabat,CARD,L49,2025-07-24
CMD022129,C05837,P00966,2025-11-28,1,4195.97,DONE,Rabat,CASH,L15,2025-12-25
CMD022130,C02504,P00176,Oct 01 2024,2,2606.59,KO,CAS,CASH,,2025-09-29
CMD022131,C03401,P00371,2025-12-10,3,1135.19,DONE,Tnja,CARD,L18,2025-09-05
CMD022132,C05401,P00385,2025-02-21,3,1735.72,KO,TNG,CARD,L5,2025-10-13
CMD022133,C02262,P00245,Sep 29 2024,2,715.71,KO,Rabat,CARD,,2026-03-01
CMD022134,C09199,P00143,2025-06-30,5,3578.44,DONE,tanger,CASH,L15,2025-09-13
CMD022135,C07230,P00241,10/04/2025,5,1087.69,KO,Tnja,CARD,L1,2025-12-10
CMD022136,C07114,P00120,Aug 14 2024,2,3342.51,OK,CAS,CASH,L44,2025-10-28
CMD022137,C08353,P00264,28/04/2025,4,4929.51,DONE,Rabat,CARD,,2025-07-27
CMD022138,C05845,P00000,Dec 31 2025,5,4542.48,OK,TNG,CARD,L44,2026-04-19
CMD022139,C02586,P00734,Nov 29 2024,3,1533.31,KO,Rabat,CARD,L11,2026-02-01
CMD022140,C07200,P00080,2025-03-01,3,800.49,KO,Rabat,CARD,L22,2026-01-23
CMD022141,C02582,P00108,2026-02-14,1,1572.91,DONE,tanger,CASH,,2025-10-10
CMD022142,C03491,P00603,2024-05-17,2,4376.35,DONE,Tnja,CASH,L15,2025-06-12
CMD022143,C03623,P00279,16/03/2025,4,4310.99,DONE,CAS,CARD,L36,2025-09-19
CMD022144,C03438,P00535,2024-11-10,3,4380.98,DONE,Tnja,CARD,L2,2026-05-06
CMD022145,C07295,P00294,22/03/2025,5,3243.16,KO,TNG,CASH,L9,2026-04-21
CMD022146,C05670,P00891,2024-09-17,4,4639.27,KO,Rabat,CARD,L10,2025-09-27
CMD022147,C07413,P00784,May 16 2024,3,4264.36,OK,tanger,CASH,L30,2025-05-14
CMD022148,C07297,P00220,2025-09-29,4,668.92,OK,Tnja,CARD,L25,2026-04-23
CMD022149,C09951,P00090,25/07/2024,1,4886.48,OK,Rabat,CASH,L2,2025-10-02
CMD022150,C07211,P00948,02/01/2026,3,2763.31,KO,Rabat,CASH,L42,2025-09-13
CMD022151,C04780,P00504,2025-06-14,3,2280.55,OK,CAS,CASH,L3,2025-12-15
CMD022152,C01515,P00856,27/01/2026,1,3935.29,OK,Rabat,CARD,L38,2025-06-03
CMD022153,C00010,P00104,May 13 2025,2,2275.53,DONE,tanger,CASH,L31,2025-09-07
CMD022154,C05972,P00292,2024-06-22,5,4691.86,KO,tanger,CARD,L1,2025-12-12
CMD022155,C01402,P00586,May 16 2024,3,746.92,OK,Rabat,CARD,L43,2025-06-22
CMD022156,C07632,P00315,2026-02-26,4,4911.83,OK,tanger,CASH,L27,2026-02-11
CMD022157,C05780,P00836,Apr 07 2026,2,2716.3,DONE,Tnja,CARD,L14,2026-01-03
CMD022158,C03217,P00281,2025-06-08,3,4426.91,OK,TNG,CASH,L13,2025-05-31
CMD022159,C02261,P00379,22/03/2025,5,2802.62,KO,Rabat,CARD,L4,2025-05-13
CMD022160,C08876,P00910,20/09/2024,5,645.32,KO,CAS,CARD,L25,2025-11-30
CMD022161,C04846,P00231,2026-01-25,4,2737.88,OK,Tnja,CASH,L19,2026-02-27
CMD022162,C02187,P00032,Nov 29 2024,3,1826.18,KO,Rabat,CARD,L24,2026-04-29
CMD022163,C06489,P00146,2025-11-05,1,2652.59,OK,Rabat,CASH,L39,2025-12-21
CMD022164,C05169,P00507,25/06/2024,5,1502.52,DONE,TNG,CASH,L37,2025-06-03
CMD022165,C09745,P00652,31/08/2024,4,4663.68,DONE,CAS,CARD,L36,2026-01-01
CMD022166,C04945,P00699,28/01/2026,4,2945.17,DONE,TNG,CARD,,2026-04-23
CMD022167,C09734,P00915,Sep 15 2024,5,1986.66,DONE,Tnja,CARD,L35,2025-08-22
CMD022168,C04681,P00577,2026-03-29,4,3651.36,OK,TNG,CARD,L36,2026-03-23
CMD022169,C01216,P00832,2026-02-18,5,4166.73,KO,Rabat,CARD,L36,2025-11-15
CMD022170,C00681,P00984,2025-12-17,4,1532.25,KO,Tnja,CARD,L5,2026-04-15
CMD022171,C06659,P00613,2024-09-01,4,1226.68,OK,Tnja,CARD,L29,2025-09-18
CMD022172,C03070,P00047,2025-06-18,1,3970.72,KO,CAS,CARD,L13,2025-07-08
CMD022173,C05643,P00661,2025-11-03,5,2269.15,DONE,TNG,CASH,L29,2026-01-08
CMD022174,C00094,P00932,04/07/2024,1,1121.16,DONE,CAS,CARD,L41,2026-02-15
CMD022175,C05847,P00115,2025-03-27,5,4844.37,OK,Rabat,CASH,,2025-07-11
CMD022176,C08633,P00759,Jun 11 2025,3,3170.71,KO,CAS,CASH,L18,2025-06-19
CMD022177,C03172,P00894,26/09/2025,3,4673.96,OK,TNG,CASH,L7,2025-11-11
CMD022178,C05892,P00308,29/12/2025,5,3373.4,DONE,Tnja,CARD,L31,2025-05-29
CMD022179,C07634,P00271,2024-10-25,2,2406.23,KO,Rabat,CARD,L23,2025-11-20
CMD022180,C07537,P00790,2025-08-28,1,3573.12,DONE,tanger,CASH,L26,2025-05-31
CMD022181,C08628,P00601,2024-08-08,5,4171.76,DONE,Rabat,CASH,L10,2025-07-27
CMD022182,C04781,P00612,2025-05-09,2,1731.59,OK,TNG,CASH,L43,2025-10-04
CMD022183,C02110,P00998,30/12/2025,4,3978.67,KO,Rabat,CASH,L28,2026-03-02
CMD022184,C01165,P00365,Oct 21 2024,5,2490.63,DONE,Tnja,CARD,L26,2025-07-18
CMD022185,C07032,P00799,2024-12-16,3,4765.95,DONE,Tnja,CASH,L2,2026-03-21
CMD022186,C01434,P00924,2024-06-18,4,231.76,KO,tanger,CARD,L13,2025-08-01
CMD022187,C06499,P00503,2024-09-29,5,1778.35,KO,TNG,CASH,L31,2025-09-23
CMD022188,C02801,P00538,Oct 16 2024,1,4747.05,OK,TNG,CASH,L44,2026-01-15
CMD022189,C08422,P00304,2024-12-04,4,579.16,KO,Rabat,CARD,,2025-06-29
CMD022190,C01448,P00275,2025-05-05,1,4099.42,KO,CAS,CARD,L9,2025-09-13
CMD022191,C06092,P00325,2025-05-07,5,3428.56,OK,CAS,CARD,,2025-09-02
CMD022192,C09186,P00728,22/10/2025,5,2634.35,OK,TNG,CARD,L5,2026-04-13
CMD022193,C09746,P00808,2026-04-26,2,3577.49,OK,tanger,CARD,L40,2025-08-01
CMD022194,C09328,P00232,2025-11-26,1,1994.43,OK,CAS,CASH,L10,2025-08-02
CMD022195,C08708,P00289,2024-10-11,1,4194.08,KO,Tnja,CARD,L49,2025-06-02
CMD022196,C06343,P00838,2024-10-22,3,1796.8,DONE,TNG,CARD,L13,2025-09-27
CMD022197,C07236,P00227,2025-04-22,1,4466.34,OK,tanger,CARD,,2025-12-31
CMD022198,C09438,P00484,2024-06-13,5,4753.35,DONE,tanger,CASH,L12,2026-02-16
CMD022199,C02910,P00193,2025-08-04,5,2701.58,DONE,Tnja,CARD,L7,2025-09-03
CMD022200,C03919,P00712,19/05/2024,5,530.36,OK,Tnja,CARD,L27,2025-08-21
CMD022201,C01777,P00930,21/04/2026,3,0.0,KO,TNG,CARD,L30,2025-09-24
CMD022202,C09615,P00649,2025-08-28,4,2539.86,KO,tanger,CARD,L13,2026-03-20
CMD022203,C09879,P00254,2025-08-14,1,3820.65,KO,Tnja,CASH,L27,2026-03-19
CMD022204,C02708,P00972,17/12/2025,3,3071.25,OK,TNG,CASH,L40,2026-05-12
CMD022205,C02143,P00984,2025-10-23,2,1503.76,DONE,CAS,CARD,L18,2025-07-23
CMD022206,C02806,P00406,2026-04-26,3,249.05,KO,TNG,CARD,L49,2025-12-02
CMD022207,C01029,P00010,Apr 11 2026,1,4972.65,KO,Tnja,CASH,L10,2026-01-12
CMD022208,C04998,P00720,27/10/2024,5,578.63,DONE,CAS,CASH,L34,2026-01-10
CMD022209,C03459,P00954,2025-04-20,3,3933.57,KO,Rabat,CASH,,2026-02-07
CMD022210,C00876,P00674,24/05/2025,2,3326.14,KO,Rabat,CARD,L47,2025-07-13
CMD022211,C08670,P00052,Jan 09 2026,2,3773.19,KO,CAS,CARD,L36,2026-04-20
CMD022212,C03743,P00005,2025-03-22,2,4300.61,OK,Tnja,CASH,L14,2025-06-16
CMD022213,C02353,P00184,2025-10-12,1,4217.85,DONE,TNG,CASH,L3,2025-12-12
CMD022214,C03918,P00638,12/04/2025,4,1714.64,KO,TNG,CASH,L21,2025-12-11
CMD022215,C06862,P00381,20/01/2025,5,1743.85,OK,CAS,CARD,L46,2025-07-09
CMD022216,C02815,P00931,29/09/2025,5,760.18,DONE,TNG,CARD,L38,2026-04-02
CMD022217,C07799,P00096,Aug 05 2025,3,4268.33,DONE,TNG,CASH,L34,2025-11-19
CMD022218,C03147,P00217,26/07/2025,5,694.23,DONE,Rabat,CASH,L31,2025-11-20
CMD022219,C00793,P00714,2025-02-16,2,3897.01,OK,Tnja,CARD,L41,2026-02-06
CMD022220,C09793,P00529,18/08/2025,3,614.89,KO,TNG,CASH,L32,2025-10-15
CMD022221,C00220,P00458,25/06/2024,1,2082.82,OK,Rabat,CASH,L34,2025-06-22
CMD022222,C07245,P00993,Jul 07 2025,4,2597.14,OK,TNG,CARD,L35,2025-07-13
CMD022223,C07244,P00262,2025-03-20,2,2921.78,DONE,Tnja,CARD,L39,2026-02-19
CMD022224,C06548,P00847,Jun 21 2024,3,1787.81,OK,Tnja,CASH,L9,2025-06-15
CMD022225,C05279,P00501,27/02/2025,4,4796.85,OK,Tnja,CARD,L35,2025-05-28
CMD022226,C04062,P00269,May 31 2025,3,192.4,DONE,TNG,CARD,L12,2026-05-04
CMD022227,C08155,P00580,2025-03-21,2,574.68,DONE,Tnja,CARD,L44,2025-06-09
CMD022228,C03161,P00416,Aug 31 2024,1,2161.09,DONE,Rabat,CASH,L45,2026-03-06
CMD022229,C02462,P00009,2024-09-10,2,3092.93,OK,Rabat,CARD,L28,2025-05-20
CMD022230,C05700,P00286,Jun 29 2025,4,3504.21,KO,CAS,CARD,,2025-06-06
CMD022231,C00001,P00661,2026-05-09,5,4048.05,DONE,TNG,CASH,L31,2025-10-01
CMD022232,C05003,P00505,25/11/2025,2,4055.62,DONE,CAS,CARD,L33,2025-06-14
CMD022233,C06520,P00261,21/11/2025,5,4738.94,KO,tanger,CASH,L9,2025-12-01
CMD022234,C00117,P00014,Nov 24 2025,4,2052.65,KO,TNG,CARD,L24,2025-11-08
CMD022235,C04866,P00248,2025-12-28,5,358.74,DONE,TNG,CARD,L4,2025-10-11
CMD022236,C01634,P00375,2024-08-19,3,2527.37,DONE,tanger,CARD,,2025-12-13
CMD022237,C02665,P00818,2024-05-31,1,3747.65,OK,Tnja,CARD,L44,2026-04-17
CMD022238,C02693,P00709,2024-09-13,4,1808.31,DONE,CAS,CASH,L34,2026-04-10
CMD022239,C02443,P00344,2025-10-18,4,2711.37,KO,tanger,CASH,L39,2025-06-03
CMD022240,C02027,P00703,2024-11-21,5,4711.57,OK,TNG,CARD,L12,2025-08-29
CMD022241,C01252,P00603,2024-06-11,4,4397.12,KO,TNG,CASH,,2025-09-05
CMD022242,C02456,P00021,May 11 2026,4,1120.17,DONE,Tnja,CASH,L39,2025-06-27
CMD022243,C00557,P00844,08/02/2025,1,3904.93,DONE,TNG,CARD,L32,2025-09-02
CMD022244,C06094,P00239,09/03/2025,4,4095.21,KO,CAS,CASH,L32,2026-04-14
CMD022245,C01918,P00156,Jul 16 2025,2,1344.97,OK,tanger,CASH,L46,2026-01-02
CMD022246,C09360,P00924,Sep 13 2024,1,3188.49,DONE,tanger,CARD,L49,2025-08-02
CMD022247,C04661,P00991,May 29 2024,-4,2580.79,DONE,Tnja,CASH,L44,2026-02-25
CMD022248,C09538,P00522,2024-09-14,2,0.0,OK,CAS,CARD,L35,2025-12-28
CMD022249,C02890,P00335,Aug 21 2024,4,4384.96,OK,CAS,CASH,L1,2026-01-12
CMD022250,C04721,P00203,2024-12-16,3,4192.93,KO,Tnja,CARD,L50,2025-09-16
CMD022251,C07803,P00674,2024-05-28,4,4041.05,KO,TNG,CASH,L9,2026-02-13
CMD022252,C02118,P00512,Dec 23 2025,4,3658.74,KO,tanger,CARD,L18,2025-10-16
CMD022253,C05078,P00313,2025-09-20,5,3969.07,KO,tanger,CASH,L34,2025-06-27
CMD022254,C04203,P00691,26/08/2024,5,1314.26,DONE,Tnja,CARD,L33,2025-05-26
CMD022255,C01208,P00610,2025-10-04,1,1180.94,DONE,Rabat,CARD,L23,2026-01-10
CMD022256,C02929,P00508,26/03/2026,1,4375.43,KO,Rabat,CASH,L49,2026-01-22
CMD022257,C07817,P00316,2025-12-30,3,2937.64,DONE,tanger,CARD,L33,2026-03-12
CMD022258,C01600,P00926,Mar 06 2025,3,1057.3,DONE,TNG,CARD,L11,2026-03-01
CMD022259,C06517,P00282,2025-01-26,2,4790.39,KO,CAS,CARD,L21,2025-08-13
CMD022260,C07893,P00757,19/08/2024,1,3013.29,OK,TNG,CASH,L27,2025-06-08
CMD022261,C05375,P00276,08/11/2024,4,2419.05,OK,Tnja,CASH,L19,2025-06-14
CMD022262,C02702,P00139,2024-07-20,3,4146.55,KO,Rabat,CARD,L35,2026-04-23
CMD022263,C03080,P00291,Mar 05 2026,3,2033.62,DONE,CAS,CARD,L43,2026-04-26
CMD022264,C07542,P00769,2026-04-13,-3,3766.6,KO,TNG,CASH,L32,2025-09-25
CMD022265,C06941,P00321,May 28 2024,3,2547.48,OK,Rabat,CARD,,2026-01-18
CMD022266,C07564,P00073,2025-04-09,2,1002.76,KO,TNG,CARD,L31,2025-09-29
CMD022267,C02235,P00081,Aug 17 2024,3,3941.05,DONE,tanger,CARD,L45,2025-12-02
CMD022268,C08515,P00734,14/04/2025,4,3186.06,KO,tanger,CASH,,2025-12-24
CMD022269,C07551,P00769,2025-08-05,2,3999.01,OK,tanger,CARD,L6,2026-02-26
CMD022270,C03846,P00157,2025-11-26,4,4224.4,OK,Rabat,CASH,L20,2025-06-19
CMD022271,C09004,P00228,2026-03-15,4,1572.43,KO,tanger,CASH,L21,2025-11-06
CMD022272,C03319,P00764,2025-02-26,5,1133.71,DONE,Rabat,CARD,L48,2025-08-20
CMD022273,C01039,P00311,Apr 11 2025,3,4212.47,OK,TNG,CASH,L26,2026-01-31
CMD022274,C08066,P00656,17/12/2025,4,4392.46,OK,CAS,CARD,L39,2025-10-27
CMD022275,C02622,P00339,01/08/2024,3,3001.41,KO,Rabat,CASH,L35,2025-07-21
CMD022276,C09572,P00445,2025-01-18,3,1730.99,OK,Tnja,CASH,L44,2026-03-15
CMD022277,C05284,P00279,2024-10-19,5,2440.71,KO,TNG,CASH,L23,2026-01-09
CMD022278,C02547,P00103,2024-09-05,5,1345.74,OK,tanger,CASH,L44,2025-07-16
CMD022279,C02057,P00118,26/08/2024,1,2878.26,OK,CAS,CARD,L11,2025-11-17
CMD022280,C01751,P00969,2025-07-08,2,3982.45,DONE,tanger,CASH,L2,2025-10-07
CMD022281,C03105,P00579,2024-09-01,1,3577.22,DONE,Rabat,CARD,L36,2026-02-01
CMD022282,C07293,P00344,2025-10-16,2,172.14,DONE,CAS,CARD,L40,2025-07-13
CMD022283,C01445,P00088,11/01/2026,1,3077.89,DONE,TNG,CARD,L37,2025-08-15
CMD022284,C09783,P00852,2025-01-25,5,1895.97,OK,tanger,CASH,L3,2025-09-25
CMD022285,C06189,P00725,2025-03-29,5,4809.86,DONE,TNG,CASH,L34,2025-07-14
CMD022286,C03482,P00603,19/02/2025,4,4439.22,KO,CAS,CASH,L16,2025-11-16
CMD022287,C04507,P00017,Jan 20 2025,1,4891.97,OK,Tnja,CASH,L29,2026-01-19
CMD022288,C01732,P00555,2024-06-12,2,468.74,DONE,TNG,CARD,L37,2026-01-15
CMD022289,C09728,P00132,09/09/2025,3,284.11,OK,tanger,CARD,L7,2025-09-10
CMD022290,C09688,P00865,2024-09-06,1,2250.46,OK,Rabat,CASH,L32,2026-03-04
CMD022291,C06530,P00004,2025-11-07,2,4272.66,DONE,CAS,CASH,L39,2025-07-14
CMD022292,C02956,P00975,Sep 15 2024,1,4497.99,KO,TNG,CARD,,2026-02-24
CMD022293,C02399,P00879,Apr 19 2025,4,2368.23,OK,Tnja,CASH,L30,2025-08-17
CMD022294,C05943,P00082,Oct 03 2024,2,4975.12,OK,CAS,CASH,L23,2025-05-20
CMD022295,C06441,P00009,14/03/2026,1,3995.56,KO,TNG,CASH,L41,2025-12-01
CMD022296,C04361,P00259,2025-12-07,4,2007.57,OK,TNG,CARD,L24,2025-11-30
CMD022297,C03724,P00262,2025-10-24,3,1825.09,OK,tanger,CASH,L7,2025-08-18
CMD022298,C03599,P00536,2025-10-16,5,1438.64,DONE,TNG,CARD,L41,2025-10-10
CMD022299,C09336,P00306,2025-08-08,4,3955.15,DONE,tanger,CASH,L31,2025-11-28
CMD022300,C05674,P00912,19/08/2025,5,1091.3,OK,CAS,CASH,L38,2026-05-03
CMD022301,C00700,P00646,2025-03-28,5,4733.21,KO,Tnja,CASH,L15,2025-07-09
CMD022302,C07852,P00327,2025-07-14,4,4685.57,KO,Rabat,CARD,L35,2026-02-11
CMD022303,C08205,P00169,2025-06-23,2,123.67,OK,TNG,CARD,L45,2026-02-20
CMD022304,C00281,P00893,08/05/2026,2,4879.76,OK,CAS,CARD,L9,2025-08-12
CMD022305,C03924,P00450,13/02/2025,2,2270.74,OK,Tnja,CASH,L5,2025-06-26
CMD022306,C06261,P00592,23/09/2025,5,0.0,KO,CAS,CARD,L3,2026-03-31
CMD022307,C07224,P00218,26/05/2024,2,1133.34,KO,tanger,CARD,L32,2026-01-12
CMD022308,C01340,P00997,25/04/2026,3,2329.65,KO,Tnja,CARD,L11,2025-08-08
CMD022309,C08573,P00097,Nov 13 2024,5,1238.65,OK,Tnja,CARD,L27,2026-02-20
CMD022310,C00963,P00490,2024-06-19,5,2893.79,DONE,Rabat,CASH,,2025-11-26
CMD022311,C08203,P00196,Dec 28 2024,2,1576.91,KO,TNG,CASH,L45,2026-05-01
CMD022312,C00337,P00859,2026-02-25,3,776.72,OK,Rabat,CASH,L41,2025-11-21
CMD022313,C01229,P00658,2026-03-28,1,4271.12,DONE,Tnja,CARD,L30,2025-06-11
CMD022314,C00203,P00858,08/11/2025,2,3681.83,OK,Tnja,CARD,,2025-05-20
CMD022315,C05652,P00110,2025-07-06,1,3527.55,OK,TNG,CASH,L19,2026-02-24
CMD022316,C09533,P00747,2025-02-24,3,4716.81,DONE,Rabat,CARD,L38,2025-11-21
CMD022317,C02393,P00757,2024-11-09,3,3748.38,KO,CAS,CARD,L33,2025-09-18
CMD022318,C00070,P00141,19/12/2025,2,1499.92,OK,TNG,CARD,L20,2026-02-22
CMD022319,C06747,P00504,2026-03-01,2,4793.83,OK,TNG,CASH,L3,2025-10-30
CMD022320,C00361,P00633,22/01/2026,2,2321.4,OK,Rabat,CASH,L18,2026-01-21
CMD022321,C07332,P00844,2025-06-02,4,4047.7,OK,TNG,CARD,L31,2026-03-03
CMD022322,C04303,P00237,2025-03-07,3,4681.38,KO,TNG,CASH,L44,2025-12-02
CMD022323,C04504,P00311,2025-08-16,3,1037.48,KO,Tnja,CASH,L10,2026-03-19
CMD022324,C08811,P00210,22/02/2025,3,4835.29,DONE,Tnja,CASH,L12,2025-06-18
CMD022325,C09848,P00950,12/09/2025,4,2824.86,DONE,TNG,CARD,L25,2025-07-03
CMD022326,C00727,P00264,Jan 17 2026,5,4422.12,OK,TNG,CASH,L34,2025-11-19
CMD022327,C05035,P00067,28/06/2025,1,4181.24,OK,Rabat,CARD,L8,2025-12-09
CMD022328,C09482,P00624,22/09/2025,2,2802.97,DONE,TNG,CARD,L31,2026-05-07
CMD022329,C09053,P00980,09/01/2026,5,1659.32,OK,Tnja,CASH,L4,2025-07-06
CMD022330,C04532,P00989,07/02/2026,1,461.19,OK,Tnja,CASH,L17,2025-05-31
CMD022331,C05161,P00764,29/04/2025,3,692.92,DONE,tanger,CASH,L17,2025-05-13
CMD022332,C03980,P00214,May 22 2024,4,3836.95,KO,TNG,CASH,,2025-10-24
CMD022333,C02363,P00695,Apr 11 2025,4,0.0,OK,Rabat,CASH,L2,2025-07-13
CMD022334,C08913,P00215,19/08/2025,2,2875.95,DONE,Tnja,CASH,L47,2025-09-07
CMD022335,C03864,P00036,2026-01-19,4,2346.4,DONE,TNG,CARD,,2026-01-16
CMD022336,C05211,P00238,2026-04-06,3,4214.62,OK,Rabat,CARD,L30,2026-02-24
CMD022337,C08232,P00642,Nov 29 2025,5,4985.02,DONE,CAS,CARD,L49,2025-10-06
CMD022338,C07040,P00267,25/08/2024,3,1379.55,DONE,CAS,CASH,L36,2025-12-11
CMD022339,C04253,P00706,Aug 29 2024,5,3152.21,OK,TNG,CASH,L24,2025-06-24
CMD022340,C05765,P00123,2025-10-31,3,0.0,DONE,Rabat,CASH,L19,2025-12-26
CMD022341,C05219,P00494,2024-07-26,3,3230.03,KO,CAS,CASH,L4,2025-08-08
CMD022342,C03632,P00862,31/03/2026,2,627.73,DONE,Rabat,CASH,L1,2025-11-27
CMD022343,C07833,P00697,Oct 03 2024,2,1855.92,KO,tanger,CARD,L14,2025-08-15
CMD022344,C09463,P00288,Nov 06 2025,4,4731.78,DONE,TNG,CARD,L3,2026-05-11
CMD022345,C01983,P00434,2024-08-26,1,428.62,KO,Tnja,CARD,L15,2026-02-15
CMD022346,C06741,P00086,18/06/2024,2,3593.91,DONE,CAS,CARD,L8,2025-07-20
CMD022347,C03007,P00787,11/12/2024,4,687.29,OK,Rabat,CARD,L9,2025-11-14
CMD022348,C06046,P00172,2025-01-25,1,254.72,OK,tanger,CARD,L5,2025-09-17
CMD022349,C07179,P00531,2026-01-04,4,0.0,KO,Tnja,CARD,L24,2025-09-20
CMD022350,C07829,P00534,Mar 14 2025,2,4915.87,DONE,TNG,CARD,L47,2026-02-18
CMD022351,C05505,P00448,2024-10-14,1,2352.76,OK,Rabat,CASH,L29,2025-08-10
CMD022352,C07302,P00603,2024-10-06,3,2612.13,OK,tanger,CARD,L24,2025-12-27
CMD022353,C04340,P00476,2025-03-05,2,4393.16,OK,TNG,CASH,L24,2025-11-05
CMD022354,C00840,P00621,2025-06-11,5,1345.24,DONE,Rabat,CARD,L19,2025-10-05
CMD022355,C06447,P00318,2025-02-10,3,4961.02,DONE,Rabat,CARD,L21,2026-02-02
CMD022356,C09752,P00426,2025-01-11,5,1658.38,DONE,TNG,CASH,L48,2025-12-15
CMD022357,C09668,P00808,09/04/2025,3,1859.63,DONE,Rabat,CARD,L1,2025-05-22
CMD022358,C09422,P00251,26/08/2025,1,4686.57,OK,tanger,CARD,L36,2026-03-31
CMD022359,C02897,P00791,19/02/2026,4,3827.41,KO,Rabat,CASH,L3,2026-01-26
CMD022360,C06779,P00388,2024-09-10,4,946.19,KO,TNG,CASH,L45,2026-03-22
CMD022361,C02433,P00517,2024-12-20,1,4308.57,OK,tanger,CARD,L32,2025-06-16
CMD022362,C01820,P00296,2024-10-18,5,2850.25,DONE,tanger,CARD,L9,2025-06-03
CMD022363,C09850,P00505,2025-02-05,1,3332.43,KO,tanger,CASH,L24,2026-02-01
CMD022364,C02526,P00365,Aug 06 2024,4,4860.22,KO,Tnja,CARD,L20,2025-06-17
CMD022365,C02025,P00308,2025-05-25,3,993.04,OK,tanger,CASH,L3,2026-01-15
CMD022366,C04198,P00361,2026-05-04,5,1678.51,OK,tanger,CARD,L31,2026-04-23
CMD022367,C05079,P00317,2025-04-20,-4,2728.93,OK,TNG,CASH,L35,2025-05-17
CMD022368,C00817,P00660,2025-06-27,5,1941.84,KO,TNG,CARD,L41,2026-03-15
CMD022369,C03561,P00398,2024-10-02,1,1617.45,KO,Rabat,CASH,L27,2025-08-24
CMD022370,C04999,P00991,13/01/2026,4,2554.3,DONE,CAS,CASH,L8,2025-12-14
CMD022371,C03872,P00844,Jan 31 2025,5,3026.51,KO,Tnja,CASH,L11,2025-10-26
CMD022372,C09204,P00289,2025-03-04,1,4370.81,DONE,tanger,CASH,L35,2026-02-24
CMD022373,C01640,P00468,2024-05-18,5,2423.63,KO,tanger,CARD,L50,2025-11-30
CMD022374,C09601,P00218,Jun 19 2024,3,2446.15,KO,TNG,CARD,L34,2026-04-11
CMD022375,C08413,P00443,28/08/2024,1,2971.57,DONE,tanger,CARD,L24,2026-02-01
CMD022376,C07439,P00794,2025-04-16,2,2070.93,KO,tanger,CARD,L21,2025-08-20
CMD022377,C07789,P00307,04/07/2025,4,2698.16,KO,Tnja,CASH,L12,2025-06-08
CMD022378,C01619,P00743,30/03/2026,3,465.75,KO,TNG,CARD,L9,2025-07-28
CMD022379,C04612,P00758,2024-06-05,1,3564.34,KO,Rabat,CARD,L6,2025-10-07
CMD022380,C09893,P00931,2025-04-21,5,792.65,DONE,CAS,CASH,L14,2026-01-03
CMD022381,C02705,P00727,2026-02-19,4,2264.44,DONE,Tnja,CASH,L14,2026-03-04
CMD022382,C01230,P00459,20/11/2024,4,1802.82,OK,Rabat,CASH,L22,2026-05-09
